carat,cut,color,clarity,depth,table,x,y,z,price_predicted
0.73,Ideal,G,VS2,61.6,56.0,5.8,5.83,3.58,2990.578115920559
0.31,Ideal,G,VVS1,60.8,56.0,4.36,4.39,2.66,780.8685227561948
0.68,Very Good,G,IF,62.7,56.0,5.56,5.6,3.5,3473.0741603623997
0.51,Good,D,VS2,60.1,65.0,5.14,5.17,3.1,1629.6376434028077
1.2,Very Good,I,VS1,63.1,58.0,6.7,6.62,4.2,6656.653137621333
0.4,Very Good,H,VS1,63.4,58.0,4.74,4.66,2.98,940.7338537301811
1.54,Fair,I,SI2,64.6,56.0,7.3,7.26,4.7,6184.478129981006
0.77,Very Good,E,SI2,60.4,58.0,5.91,5.95,3.58,2532.227829984085
0.44,Very Good,E,SI1,62.2,60.0,4.79,4.86,3.0,1068.3967987594162
0.92,Premium,G,SI2,58.4,58.0,6.4,6.34,3.73,3261.320700094949
1.01,Premium,E,SI1,59.5,60.0,6.54,6.46,3.87,5268.898773719774
0.82,Fair,F,SI1,64.9,58.0,5.83,5.79,3.77,2950.998361660464
0.41,Ideal,G,VS1,61.7,57.0,4.81,4.78,2.96,1122.692816759074
0.44,Very Good,F,VVS1,62.1,60.0,4.84,4.92,3.03,1525.4589070528891
0.56,Ideal,D,SI2,62.2,55.0,5.29,5.32,3.3,1519.2380295805324
0.26,Very Good,E,VVS2,61.7,61.0,4.08,4.12,2.53,553.4974995257052
0.39,Ideal,G,IF,61.6,56.0,4.69,4.73,2.9,1281.002710712029
0.7,Fair,I,I1,68.6,57.0,5.46,5.34,3.71,998.6310181634753
1.2,Premium,G,SI2,62.6,61.0,6.73,6.68,4.2,5334.4263218810875
2.0,Very Good,H,SI2,61.0,57.0,8.02,8.18,4.94,12602.39932733625
0.54,Very Good,I,VS2,62.3,56.0,5.17,5.22,3.24,1332.8809979611356
0.54,Ideal,D,VS2,61.1,56.0,5.29,5.25,3.22,1980.858947888282
1.6,Very Good,I,VS1,62.3,59.0,7.46,7.51,4.66,11451.07746825225
0.37,Ideal,E,VS1,61.4,55.0,4.62,4.66,2.85,1036.732146211798
1.09,Ideal,G,VVS2,61.8,56.0,6.58,6.62,4.08,7724.702613824183
0.71,Ideal,G,VS1,61.5,56.0,5.74,5.78,3.54,3159.338517282286
1.0,Premium,D,SI1,59.2,62.0,6.54,6.49,3.86,5394.593876173851
0.33,Ideal,E,VS2,61.5,57.0,4.41,4.47,2.73,750.1646282052141
1.2,Very Good,I,VS1,62.6,59.0,6.69,6.73,4.2,6658.962658256807
1.21,Premium,G,VS1,62.7,58.0,6.76,6.85,4.27,8418.928505610058
0.42,Ideal,E,VVS2,62.3,55.0,4.81,4.76,2.98,1434.374696235632
0.31,Good,G,VS1,63.2,56.0,4.28,4.29,2.71,607.792364067854
1.01,Premium,D,VVS2,62.4,58.0,6.44,6.39,4.0,7637.872660038381
0.99,Fair,J,I1,73.6,60.0,6.01,5.8,4.35,1570.0463895828257
1.07,Premium,H,VS2,60.6,60.0,6.66,6.63,4.03,5555.723541570575
0.92,Premium,F,SI2,61.8,58.0,6.19,6.23,3.84,3449.605662830717
1.04,Very Good,G,VVS2,62.8,54.0,6.39,6.5,4.05,6738.203005361518
0.3,Premium,G,VVS1,62.6,58.0,4.27,4.29,2.68,716.2865161833245
0.62,Very Good,D,VVS2,58.1,63.0,5.59,5.66,3.27,2981.741949427415
0.7,Ideal,F,SI2,62.1,57.0,5.65,5.69,3.52,2105.299893003805
1.0,Premium,G,SI2,60.7,59.0,6.45,6.41,3.9,3799.382369886215
1.03,Ideal,G,SI1,60.8,57.0,6.52,6.47,3.95,4985.3112649551285
0.71,Ideal,G,VVS1,61.1,57.0,5.76,5.8,3.53,3713.409543959879
0.3,Ideal,H,VVS1,62.5,53.8,4.31,4.33,2.69,676.7880384289041
0.4,Good,I,VS1,63.8,55.0,4.69,4.65,2.98,810.336206933212
0.5,Good,E,VS2,64.1,58.0,5.03,5.01,3.22,1499.255354091226
0.26,Very Good,E,VVS2,62.9,56.0,4.07,4.1,2.57,553.6668407884497
0.33,Very Good,G,VS2,62.1,56.0,4.41,4.44,2.75,639.068117152413
0.4,Ideal,D,VVS2,62.2,55.0,4.74,4.72,2.94,1365.7265848598797
0.53,Very Good,E,SI1,63.0,55.0,5.14,5.18,3.25,1518.219270021095
0.7,Very Good,F,SI1,62.3,57.0,5.65,5.69,3.53,2437.7182601770364
0.36,Ideal,E,VS2,61.9,56.0,4.55,4.56,2.82,883.5353681533571
0.48,Premium,E,SI2,62.9,60.0,4.93,4.9,3.09,1063.076072391252
0.72,Ideal,D,SI1,60.5,56.0,5.79,5.84,3.52,2968.803255148251
0.51,Very Good,F,VS2,58.6,58.0,5.22,5.29,3.08,1550.3359261015523
0.26,Ideal,G,VS1,62.5,53.0,4.1,4.13,2.57,476.5310299980717
1.0,Good,F,I1,64.2,59.0,6.26,6.3,4.03,2701.975308783342
0.26,Ideal,F,IF,62.0,56.0,4.07,4.1,2.53,634.6696915234745
0.32,Ideal,G,VVS1,60.2,56.0,4.45,4.49,2.69,829.7864545959112
0.79,Premium,G,VS1,61.3,59.0,5.97,5.91,3.64,3779.428442279279
1.07,Ideal,H,VS2,62.1,57.0,6.53,6.49,4.04,5666.149112720614
0.9,Premium,D,SI2,58.1,60.0,6.26,6.24,3.63,3651.904151653404
2.35,Premium,J,VS1,60.7,60.0,8.64,8.6,5.23,20064.80086346219
1.11,Ideal,I,VS1,63.0,56.0,6.61,6.57,4.15,6034.36143371695
0.36,Good,E,VVS1,58.2,56.0,4.68,4.74,2.74,1067.598094875088
0.3,Good,F,VVS1,61.1,61.0,4.29,4.32,2.63,715.0741912267841
0.53,Ideal,G,VS1,61.8,55.0,5.17,5.22,3.21,1821.8345988148046
0.79,Premium,J,SI1,58.8,62.0,6.03,6.01,3.54,2021.323482668666
0.33,Premium,D,SI2,61.6,59.0,4.42,4.41,2.72,549.2903025751734
1.36,Premium,I,VS1,62.0,59.0,7.1,7.06,4.39,8665.636627526703
1.03,Very Good,H,SI2,60.9,57.0,6.5,6.58,3.98,3613.4319123587597
0.42,Premium,G,VVS1,59.8,58.0,4.88,4.85,2.91,1355.7800906412099
0.32,Ideal,H,VVS1,61.6,54.0,4.42,4.45,2.73,765.2598244207162
0.56,Ideal,E,VS1,61.8,56.0,5.28,5.33,3.28,2259.7379770176362
0.34,Premium,G,VVS1,59.0,62.0,4.6,4.56,2.7,910.4057979940569
0.5,Very Good,D,VS1,59.8,58.0,5.12,5.14,3.07,1820.8882176046125
3.11,Fair,J,I1,65.9,57.0,9.15,9.02,5.98,13716.373628504798
0.56,Ideal,D,VS2,60.9,56.0,5.35,5.32,3.25,2121.9358027970165
0.3,Ideal,E,VVS1,60.6,57.0,4.33,4.35,2.63,821.182814823909
0.37,Ideal,E,VS1,61.6,54.7,4.61,4.63,2.85,1036.5442844261163
0.53,Ideal,G,VS2,61.6,56.0,5.24,5.19,3.21,1636.6656598588606
1.6,Very Good,D,SI2,60.6,58.0,7.55,7.61,4.59,10469.197469921366
0.31,Ideal,D,SI1,62.1,56.0,4.33,4.37,2.7,605.9146075116774
1.54,Very Good,J,VS1,63.5,57.0,7.27,7.37,4.65,8787.246569700766
0.33,Very Good,G,VVS2,62.8,57.0,4.39,4.47,2.78,775.052398387253
0.31,Good,H,VS2,63.5,57.0,4.32,4.34,2.75,503.8373779569412
0.71,Premium,G,SI1,58.5,58.0,5.87,5.82,3.42,2431.7476377613757
1.01,Premium,F,SI2,61.1,57.0,6.48,6.44,3.95,4118.8227877957115
0.3,Ideal,F,VVS1,61.9,58.0,4.26,4.3,2.65,778.7807182284554
1.31,Ideal,H,VS1,62.5,56.0,6.95,7.03,4.37,9229.309197203305
0.71,Ideal,I,VS2,61.6,57.0,5.7,5.62,3.49,2341.718368845443
0.41,Ideal,D,SI1,61.6,55.0,4.8,4.78,2.95,1027.010815132057
1.0,Premium,F,VS1,62.6,58.0,6.37,6.4,4.0,6255.72247948033
1.07,Ideal,D,VS1,61.8,57.0,6.55,6.58,4.06,7976.556900132524
0.52,Premium,G,VS1,62.6,59.0,5.08,5.11,3.19,1716.178067092169
1.05,Ideal,G,VS2,62.8,57.0,6.49,6.45,4.06,5914.947312575619
0.33,Ideal,D,VVS2,61.7,55.0,4.46,4.49,2.76,951.5095384840968
1.5,Very Good,F,SI2,62.3,60.0,7.29,7.34,4.56,8416.391255020133
0.41,Ideal,H,SI2,61.7,56.0,4.8,4.77,2.95,668.3466760917744
0.71,Very Good,F,VS1,62.9,55.0,5.68,5.71,3.58,3198.801522007947
0.5,Good,D,SI1,63.8,60.0,5.0,5.03,3.2,1362.3602344976734
1.01,Very Good,D,VS2,63.1,60.0,6.39,6.35,4.02,6109.515215073658
1.71,Good,H,VS2,63.7,58.0,7.57,7.54,4.81,12539.912995249886
0.4,Ideal,F,VVS1,62.2,56.0,4.71,4.74,2.94,1339.1665159859397
0.32,Very Good,G,VS1,61.7,55.0,4.37,4.41,2.71,671.9756821484204
0.5,Very Good,E,SI1,60.7,61.0,5.09,5.12,3.1,1361.8427177694218
1.02,Fair,F,SI2,65.5,59.0,6.27,6.24,4.1,3659.0946259745933
1.05,Very Good,G,SI2,62.5,60.0,6.45,6.5,4.05,4041.311889794292
1.36,Premium,E,VVS2,59.8,59.0,7.12,7.2,4.38,12864.075608416997
0.51,Ideal,E,SI1,62.3,56.0,5.15,5.12,3.2,1481.901858069225
1.2,Premium,H,SI2,62.4,57.0,6.83,6.75,4.24,4936.458007552444
0.72,Ideal,F,VS1,62.0,56.0,5.76,5.73,3.56,3447.4780034226574
0.49,Very Good,F,VVS1,62.2,56.0,5.04,5.08,3.14,1871.1846085808302
0.36,Premium,H,SI1,61.3,57.0,4.65,4.61,2.84,622.5636584313041
0.7,Premium,D,SI1,62.1,62.0,5.63,5.58,3.48,2743.1386688333746
0.9,Premium,E,SI2,59.5,61.0,6.3,6.24,3.73,3489.6233885408615
0.32,Premium,G,VVS1,58.1,59.0,4.53,4.49,2.62,814.4906893293219
2.0,Very Good,G,SI2,63.5,55.0,8.03,7.93,5.07,13604.962211709042
0.9,Good,F,SI2,63.3,57.0,6.08,6.14,3.87,3096.8923110560963
1.18,Ideal,E,SI2,60.9,57.0,6.86,6.89,4.19,5929.982288076677
0.36,Ideal,E,VS1,61.8,56.0,4.55,4.58,2.82,983.511530778264
0.37,Ideal,F,VVS2,60.0,59.0,4.64,4.66,2.79,1076.3160923242003
0.3,Ideal,F,SI1,62.4,56.0,4.27,4.32,2.68,518.743600381616
0.36,Premium,F,VS2,60.5,60.0,4.55,4.61,2.77,823.183537162708
0.8,Premium,J,SI2,60.2,59.0,6.07,5.95,3.62,1702.1485723313647
1.51,Ideal,H,SI1,61.9,57.0,7.37,7.32,4.55,9443.827713360875
0.62,Very Good,F,VS2,59.8,58.0,5.55,5.59,3.33,2234.86468083779
0.71,Premium,H,SI1,62.4,59.0,5.65,5.6,3.51,2230.3076868193466
0.32,Good,G,VS1,57.0,62.0,4.51,4.54,2.58,650.1669216468309
1.02,Ideal,G,VS2,62.8,57.0,6.36,6.45,4.02,5600.777208088184
0.41,Premium,H,VS1,62.0,56.0,4.78,4.74,2.95,1015.433649896323
1.14,Ideal,G,VS2,62.0,55.0,6.68,6.77,4.17,6920.725658571618
0.52,Premium,G,SI1,60.6,61.0,5.19,5.17,3.14,1346.3928747756167
1.0,Good,H,SI1,62.7,60.0,6.24,6.3,3.93,3980.92366653538
0.56,Very Good,E,SI1,60.2,57.0,5.36,5.4,3.24,1690.1122070555557
0.32,Premium,G,SI1,61.0,61.0,4.41,4.38,2.68,539.382541400791
0.37,Ideal,D,VVS2,61.6,54.0,4.61,4.64,2.85,1180.9767006205718
0.9,Good,G,SI1,63.2,59.0,6.05,6.1,3.84,3533.9000651200295
1.01,Ideal,G,SI1,61.1,58.0,6.43,6.49,3.95,4800.099308620599
1.03,Ideal,J,SI1,62.3,57.0,6.48,6.43,4.02,3388.661040603583
0.78,Premium,G,SI2,60.6,58.0,6.02,5.99,3.64,2381.3025485766834
0.33,Ideal,G,VS1,61.6,57.0,4.46,4.49,2.75,746.1759575009185
0.33,Ideal,H,VVS2,61.3,56.0,4.43,4.47,2.73,752.7625771460968
1.09,Ideal,H,SI1,61.9,57.0,6.63,6.58,4.09,5112.571649087299
0.5,Good,J,SI1,63.3,60.0,4.97,4.99,3.15,795.722930720343
1.01,Ideal,J,VS2,61.3,56.0,6.46,6.5,3.97,3756.8445040138504
1.0,Very Good,E,VVS2,63.5,55.0,6.36,6.31,4.02,6990.682433829508
0.59,Premium,E,SI2,60.8,56.0,5.43,5.4,3.29,1575.8888277843967
0.7,Very Good,H,SI2,59.9,57.0,5.74,5.77,3.45,1749.114423279293
0.31,Premium,I,SI1,61.3,58.0,4.34,4.37,2.67,419.74675737924764
0.39,Premium,E,VS2,62.5,60.0,4.64,4.67,2.91,1003.3550335758642
0.85,Ideal,E,SI1,61.8,54.0,6.1,6.14,3.78,3883.9191994192365
0.73,Ideal,I,VVS2,62.3,55.0,5.76,5.77,3.59,2996.6210897253213
1.09,Ideal,J,SI1,60.7,58.0,6.64,6.68,4.04,3777.907629292371
0.4,Ideal,D,SI2,61.3,56.0,4.72,4.77,2.91,807.094802162147
0.4,Very Good,E,SI1,61.7,60.0,4.68,4.72,2.9,893.6090599252962
0.22,Fair,E,VS2,65.1,61.0,3.87,3.78,2.49,298.7482353110022
0.31,Premium,E,VS2,60.3,58.0,4.42,4.37,2.65,654.1311690185913
1.19,Ideal,J,SI2,61.7,56.0,6.8,6.85,4.21,3666.4593357698604
1.06,Fair,I,I1,64.5,57.0,6.47,6.33,4.13,2194.609623659153
0.61,Very Good,E,VS1,59.6,63.0,5.44,5.57,3.28,2532.5941444278874
0.82,Ideal,H,VVS2,61.4,56.0,6.01,6.05,3.71,4176.872792914234
1.01,Fair,G,I1,64.5,56.0,6.32,6.26,4.06,2428.5871767344915
0.32,Ideal,E,VS2,61.4,56.0,4.4,4.43,2.71,708.3778500795331
0.5,Premium,D,SI2,62.2,58.0,5.08,5.14,3.18,1200.4268942896838
1.01,Premium,F,SI1,59.1,56.0,6.65,6.52,3.89,5021.998683489345
1.0,Very Good,F,SI2,62.7,58.0,6.3,6.36,3.97,3923.6517290059473
0.31,Ideal,D,SI1,62.9,56.0,4.34,4.31,2.72,605.1442324375366
0.35,Ideal,E,VS2,62.4,57.0,4.52,4.55,2.83,836.8397120283287
0.7,Ideal,H,VS2,61.2,57.0,5.73,5.77,3.52,2552.3973156439833
1.08,Ideal,G,SI2,62.2,56.0,6.56,6.59,4.09,4479.213920404608
1.21,Premium,D,VVS1,60.1,59.0,6.96,6.88,4.16,11594.295166161162
1.06,Premium,H,SI1,62.8,58.0,6.49,6.47,4.07,4742.149665656567
0.28,Ideal,I,VS2,62.4,56.0,4.19,4.22,2.62,405.83025712636265
0.5,Good,F,VS2,63.3,57.0,5.02,5.06,3.19,1427.9120657208032
1.01,Premium,D,SI1,61.6,58.0,6.47,6.42,3.97,5484.430512959558
0.42,Fair,D,SI1,64.7,61.0,4.7,4.73,3.05,918.1271095158311
1.53,Ideal,F,SI1,61.6,56.0,7.34,7.39,4.54,11161.181573039135
0.57,Premium,E,VS2,63.0,59.0,5.29,5.25,3.32,2049.2831826509682
0.41,Premium,D,VVS2,61.9,59.0,4.78,4.75,2.95,1399.416905907709
2.24,Ideal,F,SI2,60.3,59.0,8.47,8.5,5.12,18848.730283530127
0.41,Good,E,SI2,63.8,57.0,4.75,4.68,3.01,740.6390697970483
0.5,Very Good,G,SI1,62.4,52.0,5.1,5.15,3.2,1218.99985402693
0.23,Very Good,F,VS2,59.1,59.0,4.02,4.07,2.39,345.7168612815274
1.11,Very Good,F,SI1,60.1,61.0,6.64,6.74,4.06,5817.689778748674
1.2,Ideal,E,SI2,61.3,56.0,6.85,6.88,4.21,6119.462189610489
1.14,Premium,F,VVS1,59.4,59.0,6.87,6.8,4.06,9453.305282532943
0.9,Ideal,G,SI2,62.5,56.0,6.15,6.2,3.86,3176.2383210325584
1.22,Premium,G,VS1,62.2,59.0,6.82,6.87,4.26,8553.416161545938
0.7,Premium,F,VS1,61.7,60.0,5.67,5.64,3.49,3197.9647617018613
1.07,Premium,I,SI1,58.4,60.0,6.78,6.68,3.93,4341.855717020382
0.51,Very Good,E,SI2,63.3,56.0,5.12,5.08,3.23,1161.4640127766763
0.3,Premium,E,SI1,62.5,60.0,4.24,4.27,2.66,533.3270461229228
1.12,Premium,G,SI2,61.2,58.0,6.69,6.67,4.09,4701.305319965076
0.3,Premium,F,VS2,61.5,60.0,4.26,4.29,2.63,583.0529555611815
0.4,Premium,D,SI1,61.6,58.0,4.73,4.69,2.9,958.8728452622289
0.9,Premium,I,SI1,63.0,58.0,6.09,6.01,3.81,3113.940189348762
0.3,Ideal,H,VS1,61.6,57.0,4.3,4.33,2.66,575.880937938731
0.74,Premium,F,SI2,61.4,57.0,5.82,5.8,3.57,2292.0142090305194
0.41,Very Good,J,VS2,63.4,56.0,4.73,4.7,2.99,653.9287430526407
0.52,Premium,E,SI1,61.6,58.0,5.17,5.12,3.17,1505.7916415566413
0.54,Ideal,D,VVS2,61.4,52.0,5.3,5.34,3.26,2409.600641395218
0.9,Very Good,H,SI2,61.2,57.0,6.21,6.27,3.82,2801.474547998013
0.7,Good,I,VS1,61.1,61.0,5.65,5.7,3.47,2327.833805330363
0.34,Very Good,H,VS2,62.4,60.0,4.41,4.44,2.76,622.8683649769418
0.7,Ideal,F,VS2,61.9,55.0,5.7,5.74,3.54,2939.3669665398334
1.02,Very Good,G,VS2,63.0,57.0,6.37,6.39,4.02,5338.903283951249
1.0,Good,F,SI2,63.8,58.0,6.28,6.33,4.02,3771.740155269628
0.31,Ideal,I,SI2,61.0,56.0,4.39,4.43,2.69,353.3067332681112
1.23,Premium,G,VS1,62.2,58.0,6.78,6.74,4.27,8689.75123018212
0.7,Very Good,E,SI1,59.4,63.0,5.79,5.73,3.42,2569.35992352557
0.54,Ideal,D,VS2,61.1,57.0,5.25,5.22,3.2,1979.9488850564387
0.38,Ideal,H,SI1,61.5,56.0,4.67,4.69,2.88,703.8449069753375
0.9,Fair,E,SI2,65.0,58.0,6.08,6.04,3.94,3044.1489008629405
1.0,Ideal,D,SI2,61.5,56.0,6.45,6.41,3.95,4529.16622419145
0.29,Very Good,G,VS2,61.9,55.0,4.25,4.28,2.64,501.4590508240094
2.01,Premium,E,SI1,60.4,61.0,8.05,7.98,4.84,19213.27241541477
1.32,Premium,F,SI2,60.6,60.0,7.1,7.05,4.29,6814.4006548364505
0.72,Premium,F,VS2,61.5,58.0,5.73,5.69,3.51,3033.5081765721065
0.31,Premium,H,VS2,62.4,59.0,4.34,4.31,2.7,537.8836420770244
1.51,Fair,J,SI2,65.1,59.0,7.13,7.09,4.63,4908.962213381006
0.24,Ideal,H,IF,62.1,57.0,4.0,4.04,2.5,473.62589967515845
0.79,Ideal,E,VS2,59.3,57.0,6.02,6.06,3.58,3895.080601065511
0.73,Premium,F,VS2,62.7,58.0,5.76,5.7,3.59,3107.345754393401
0.9,Very Good,D,VS1,58.9,59.0,6.22,6.31,3.69,5512.741343887929
0.51,Premium,F,VVS2,61.9,56.0,5.17,5.13,3.19,1925.566504240182
0.29,Ideal,G,VVS2,60.7,54.0,4.33,4.37,2.64,640.3445550276467
0.68,Good,F,SI1,58.1,60.0,5.8,5.91,3.4,2235.204998909759
0.51,Ideal,D,VS2,61.1,56.0,5.16,5.2,3.17,1778.755079262932
1.55,Ideal,I,VS2,61.8,55.0,7.4,7.44,4.58,10190.575420366313
1.51,Very Good,H,SI2,60.8,58.0,7.4,7.51,4.53,7423.344266550432
2.01,Ideal,I,SI1,62.9,57.0,8.05,7.98,5.04,14441.1864317322
1.04,Very Good,G,VVS1,58.2,60.0,6.66,6.71,3.89,7290.421798310232
0.98,Fair,G,SI1,64.4,56.0,6.33,6.24,4.03,3887.1407459173947
0.25,Very Good,E,VVS1,62.9,58.0,4.01,4.03,2.53,553.217311844498
0.42,Ideal,H,VS1,61.2,57.0,4.87,4.8,2.96,1085.7782993979697
1.1,Very Good,G,VVS1,60.4,57.0,6.7,6.77,4.07,8083.375621769322
0.41,Very Good,D,VS1,62.8,57.0,4.73,4.76,2.98,1247.6613879062372
1.02,Premium,F,VS2,62.7,59.0,6.41,6.44,4.03,5830.722166358021
0.61,Very Good,H,VVS2,60.5,57.0,5.52,5.54,3.35,2284.1397875815323
0.4,Ideal,J,VS1,61.3,56.0,4.77,4.79,2.93,731.0354335042272
0.34,Ideal,D,VS1,60.9,56.0,4.56,4.51,2.76,923.0005084673676
0.4,Ideal,E,SI2,61.0,58.0,4.76,4.78,2.91,773.0614289028098
0.41,Ideal,G,VVS2,61.7,55.0,4.81,4.85,2.98,1226.4371301715487
0.3,Ideal,H,SI1,62.4,55.0,4.3,4.32,2.69,450.5699399354935
0.31,Ideal,E,VS1,62.0,55.0,4.35,4.38,2.7,742.2902737631875
0.46,Very Good,E,VS2,62.2,58.0,4.95,4.99,3.09,1334.7279737686795
0.4,Ideal,G,IF,62.2,55.0,4.73,4.76,2.95,1342.8785067733813
0.3,Ideal,E,VS2,61.5,55.0,4.3,4.34,2.66,627.5176118381644
1.09,Ideal,F,SI2,61.2,57.0,6.6,6.64,4.05,4853.518654565577
0.71,Very Good,E,SI1,63.1,58.0,5.65,5.69,3.58,2628.739360609959
0.97,Ideal,G,SI2,61.6,56.0,6.31,6.39,3.91,3662.5589418679083
1.02,Very Good,E,IF,61.7,60.0,6.38,6.52,3.98,8334.940539802592
0.42,Premium,D,SI2,60.0,61.0,4.89,4.85,2.92,866.474688618992
0.33,Ideal,I,IF,61.8,55.0,4.46,4.47,2.76,772.1650362548571
0.36,Ideal,E,VS1,61.7,56.0,4.58,4.56,2.82,983.6698481875842
1.72,Ideal,H,SI1,62.2,57.0,7.65,7.55,4.72,12061.838472367866
0.37,Ideal,H,VVS1,62.0,53.0,4.63,4.66,2.88,1005.6641912171859
0.71,Ideal,D,VS2,61.2,55.0,5.74,5.78,3.53,3317.280900414855
0.51,Very Good,I,SI1,63.5,60.0,5.03,5.05,3.2,1038.776195745768
0.3,Ideal,E,VS2,62.1,55.0,4.28,4.32,2.67,626.912363349256
0.71,Very Good,E,VS2,63.7,58.0,5.6,5.64,3.58,3014.8766250254957
0.3,Ideal,E,VS1,61.6,55.0,4.34,4.36,2.68,698.2991526565946
0.97,Good,F,SI1,60.1,65.0,6.46,6.36,3.85,4339.07553087621
1.27,Ideal,I,SI2,62.1,56.0,6.92,6.96,4.31,5017.360718259686
1.57,Ideal,I,VS2,61.5,56.0,7.56,7.49,4.63,10439.719588660062
1.0,Premium,G,VS1,62.4,59.0,6.35,6.4,3.98,5880.365072516517
0.42,Ideal,D,VVS2,62.5,57.0,4.8,4.77,2.99,1495.0239873154671
0.7,Fair,G,SI1,61.7,66.0,5.7,5.58,3.48,2062.9997120380676
0.56,Ideal,D,VS1,61.6,57.0,5.33,5.29,3.27,2357.898304289186
0.51,Good,E,SI1,57.4,62.0,5.24,5.29,3.02,1368.2038492912432
0.52,Very Good,I,SI1,63.3,55.0,5.13,5.1,3.24,1080.2320988068668
0.39,Premium,G,VVS1,59.9,59.0,4.73,4.75,2.84,1178.494703392042
1.7,Very Good,H,VS2,63.3,57.0,7.59,7.54,4.79,12893.31809523409
0.3,Very Good,E,VVS2,59.7,57.0,4.37,4.43,2.62,728.305766362948
1.08,Ideal,H,SI1,62.7,57.0,6.48,6.51,4.07,5018.209839095841
2.01,Ideal,F,SI2,61.9,55.0,8.1,8.05,5.0,15358.708139284423
0.55,Ideal,J,VS2,62.6,57.0,5.21,5.17,3.25,1193.2766013142682
0.9,Fair,F,SI2,62.6,58.0,6.01,6.06,3.78,2905.2097715393525
0.9,Ideal,I,VS1,62.4,57.0,6.17,6.21,3.86,4067.805135197999
1.01,Premium,F,VVS2,61.8,59.0,6.46,6.42,3.98,6962.379995395202
0.51,Very Good,H,VS2,60.1,59.8,5.14,5.19,3.1,1341.5179295485968
0.7,Premium,E,VS1,59.4,61.0,5.78,5.74,3.42,3374.7336232093817
0.7,Fair,H,SI1,66.0,56.0,5.5,5.53,3.64,1900.5029652733224
0.34,Ideal,I,SI1,60.2,57.0,4.54,4.5,2.72,511.1183914931771
0.32,Ideal,G,IF,61.2,55.0,4.41,4.44,2.71,883.6410926194384
0.31,Ideal,D,VS2,59.4,56.0,4.45,4.4,2.63,698.6517063901429
0.41,Premium,E,SI1,61.4,56.0,4.81,4.77,2.94,963.7427705002905
1.84,Ideal,J,VS1,62.4,56.0,7.84,7.8,4.89,12912.171202960626
0.9,Very Good,I,VS2,63.2,56.0,6.15,6.09,3.87,3482.2913913129178
1.0,Ideal,E,VS2,61.6,57.0,6.44,6.38,3.95,6048.111278026175
0.37,Premium,E,SI1,61.8,58.0,4.59,4.64,2.85,793.134282934344
1.53,Ideal,F,VS1,61.5,59.0,7.38,7.46,4.56,14243.218293182294
1.09,Ideal,G,VS2,62.8,57.0,6.54,6.58,4.12,6346.320302450985
1.04,Premium,F,SI2,62.8,55.0,6.48,6.41,4.05,4344.353071328718
0.8,Very Good,E,SI2,62.6,59.0,5.84,5.91,3.68,2710.3072615263786
0.29,Good,F,VS1,62.1,56.0,4.24,4.26,2.64,571.2147159069807
1.21,Ideal,F,I1,62.0,56.0,6.84,6.8,4.23,4233.491533239217
2.01,Very Good,J,VS2,61.1,59.0,8.04,8.07,4.92,13074.730967609412
0.3,Premium,G,VVS2,62.6,58.0,4.27,4.29,2.68,665.2330032925128
1.01,Fair,H,VS2,64.5,60.0,6.3,6.25,4.05,4353.076811120389
1.61,Ideal,I,VS2,62.5,57.0,7.49,7.43,4.66,10923.573314395033
1.19,Very Good,D,SI2,61.1,58.0,6.84,6.88,4.19,5990.78486161603
1.12,Premium,H,VS1,61.6,58.0,6.64,4.11,3.7,6733.574773612614
1.7,Good,H,SI1,63.9,56.0,7.61,7.53,4.84,10810.071266101564
0.3,Premium,G,VS1,61.4,60.0,4.33,4.3,2.65,610.1623528966238
1.51,Good,J,SI2,58.1,64.0,7.53,7.57,4.39,5284.640153962317
1.01,Ideal,F,SI1,62.0,56.0,6.41,6.46,3.99,5103.09056056971
0.31,Premium,G,VS1,61.2,60.0,4.39,4.37,2.68,649.2289611764384
0.7,Good,F,SI1,58.7,64.0,5.77,5.78,3.39,2354.229243268708
0.9,Very Good,H,VS1,63.0,62.0,6.09,6.0,3.81,4325.8446501827275
0.71,Ideal,G,VVS2,61.7,57.0,5.72,5.74,3.53,3445.387278561265
0.34,Good,E,SI2,63.1,56.0,4.46,4.51,2.83,521.4382995749467
0.4,Good,E,SI1,64.2,57.0,4.68,4.66,3.0,858.2493093223601
0.34,Ideal,E,VVS2,62.4,55.0,4.47,4.51,2.79,963.4069409974671
0.31,Very Good,H,SI1,62.3,55.0,4.34,4.36,2.71,457.07145059787524
0.5,Ideal,F,SI1,60.2,63.0,5.12,5.15,3.09,1357.8970939264107
0.3,Ideal,G,IF,62.1,55.0,4.32,4.35,2.69,781.4006410682
1.33,Ideal,H,SI1,60.1,57.0,7.14,7.2,4.31,7458.181392030128
1.0,Good,F,IF,63.2,63.0,6.24,6.26,3.95,7325.089635577241
2.07,Premium,E,SI2,58.9,61.0,8.45,8.35,4.95,16759.873397318293
0.36,Ideal,D,VS2,61.1,57.0,4.62,4.58,2.81,922.8104698140991
1.25,Premium,I,VS2,62.2,57.0,6.92,6.84,4.28,6646.612390540846
1.01,Very Good,G,SI1,60.0,58.0,6.51,6.55,3.92,4585.38100938267
1.54,Very Good,G,IF,59.4,60.0,7.55,7.61,4.5,16243.507775547387
0.54,Ideal,H,SI1,61.1,56.0,5.25,5.27,3.21,1364.866954046461
